"time", "users", "average response time", "queries Per Second", "label", "queries", "rows read", "updates", "deletes", "inserts", "interval"
277, 10, 2, 491, "Jul 29, 2013 4:10:04 PM", 491, 36602, 59, 56, 67, 1
278, 10, 2, 740, "Jul 29, 2013 4:10:06 PM", 740, 55672, 73, 62, 68, 1
279, 10, 2, 658, "Jul 29, 2013 4:10:08 PM", 658, 59274, 51, 52, 53, 1
280, 10, 0, 0, "Jul 29, 2013 4:10:10 PM", 0, 0, 0, 0, 0, 1
281, 10, 0, 0, "Jul 29, 2013 4:10:12 PM", 0, 0, 0, 0, 0, 1
282, 10, 1, 570, "Jul 29, 2013 4:10:14 PM", 570, 2, 61, 49, 60, 1
283, 10, 1, 762, "Jul 29, 2013 4:10:16 PM", 762, 0, 59, 64, 55, 1
284, 10, 1, 661, "Jul 29, 2013 4:10:18 PM", 661, 0, 44, 41, 47, 1
285, 10, 0, 0, "Jul 29, 2013 4:10:20 PM", 0, 0, 0, 0, 0, 1
286, 10, 0, 0, "Jul 29, 2013 4:10:22 PM", 0, 0, 0, 0, 0, 1
287, 10, 6, 386, "Jul 29, 2013 4:10:24 PM", 386, 127954, 49, 53, 53, 1
288, 10, 7, 519, "Jul 29, 2013 4:10:26 PM", 519, 157365, 68, 75, 56, 1
289, 10, 7, 438, "Jul 29, 2013 4:10:28 PM", 438, 220614, 44, 48, 36, 1
290, 10, 0, 0, "Jul 29, 2013 4:10:30 PM", 0, 0, 0, 0, 0, 1
291, 10, 0, 0, "Jul 29, 2013 4:10:33 PM", 0, 0, 0, 0, 0, 1
292, 10, 1, 538, "Jul 29, 2013 4:10:35 PM", 538, 0, 61, 58, 55, 1
293, 10, 1, 806, "Jul 29, 2013 4:10:37 PM", 806, 0, 76, 67, 69, 1
294, 10, 1, 644, "Jul 29, 2013 4:10:39 PM", 644, 2, 40, 32, 38, 1
295, 10, 0, 0, "Jul 29, 2013 4:10:41 PM", 0, 0, 0, 0, 0, 1
296, 10, 0, 0, "Jul 29, 2013 4:10:43 PM", 0, 0, 0, 0, 0, 1
297, 10, 3, 489, "Jul 29, 2013 4:10:45 PM", 489, 81052, 60, 59, 49, 1
298, 10, 3, 649, "Jul 29, 2013 4:10:47 PM", 649, 152652, 71, 57, 67, 1
299, 10, 3, 548, "Jul 29, 2013 4:10:49 PM", 548, 145538, 48, 42, 42, 1
300, 10, 0, 0, "Jul 29, 2013 4:10:51 PM", 0, 0, 0, 0, 0, 1
301, 10, 0, 0, "Jul 29, 2013 4:10:53 PM", 0, 0, 0, 0, 0, 1
302, 10, 4, 406, "Jul 29, 2013 4:10:55 PM", 406, 102532, 59, 68, 62, 1
303, 10, 5, 535, "Jul 29, 2013 4:10:57 PM", 535, 174347, 66, 66, 71, 1
304, 10, 5, 390, "Jul 29, 2013 4:10:59 PM", 390, 199813, 33, 41, 33, 1
305, 10, 0, 0, "Jul 29, 2013 4:11:01 PM", 0, 0, 0, 0, 0, 1
306, 10, 0, 0, "Jul 29, 2013 4:11:03 PM", 0, 0, 0, 0, 0, 1
307, 10, 1, 700, "Jul 29, 2013 4:11:05 PM", 700, 0, 61, 54, 73, 1
308, 10, 1, 804, "Jul 29, 2013 4:11:07 PM", 804, 0, 64, 66, 76, 1
309, 10, 1, 640, "Jul 29, 2013 4:11:09 PM", 640, 2, 37, 48, 46, 1
310, 10, 0, 0, "Jul 29, 2013 4:11:11 PM", 0, 0, 0, 0, 0, 1
311, 10, 0, 0, "Jul 29, 2013 4:11:13 PM", 0, 0, 0, 0, 0, 1
312, 10, 3, 529, "Jul 29, 2013 4:11:15 PM", 529, 98261, 59, 71, 77, 1
313, 10, 3, 640, "Jul 29, 2013 4:11:17 PM", 640, 137761, 64, 76, 60, 1
314, 10, 3, 511, "Jul 29, 2013 4:11:19 PM", 511, 144713, 43, 33, 29, 1
315, 10, 0, 0, "Jul 29, 2013 4:11:21 PM", 0, 0, 0, 0, 0, 1
316, 10, 1, 12, "Jul 29, 2013 4:11:23 PM", 12, 0, 1, 2, 1, 1
317, 10, 6, 452, "Jul 29, 2013 4:11:25 PM", 452, 130557, 58, 70, 65, 1
318, 10, 7, 517, "Jul 29, 2013 4:11:27 PM", 517, 172880, 67, 71, 60, 1
319, 10, 8, 339, "Jul 29, 2013 4:11:29 PM", 339, 201689, 29, 29, 27, 1
320, 10, 0, 0, "Jul 29, 2013 4:11:31 PM", 0, 0, 0, 0, 0, 1
321, 10, 1, 22, "Jul 29, 2013 4:11:33 PM", 22, 0, 7, 7, 6, 1
322, 10, 1, 744, "Jul 29, 2013 4:11:35 PM", 744, 6, 82, 63, 70, 1
323, 10, 1, 784, "Jul 29, 2013 4:11:37 PM", 784, 0, 63, 84, 83, 1
324, 10, 1, 535, "Jul 29, 2013 4:11:39 PM", 535, 0, 24, 29, 31, 1
325, 10, 0, 0, "Jul 29, 2013 4:11:41 PM", 0, 0, 0, 0, 0, 1
326, 10, 1, 33, "Jul 29, 2013 4:11:43 PM", 33, 0, 11, 6, 6, 1
327, 10, 3, 652, "Jul 29, 2013 4:11:45 PM", 652, 128570, 71, 80, 73, 1
328, 10, 3, 694, "Jul 29, 2013 4:11:47 PM", 694, 141087, 70, 61, 65, 1
329, 10, 3, 403, "Jul 29, 2013 4:11:49 PM", 403, 120741, 33, 30, 25, 1
330, 10, 0, 0, "Jul 29, 2013 4:11:51 PM", 0, 0, 0, 0, 0, 1
331, 10, 1, 38, "Jul 29, 2013 4:11:53 PM", 38, 0, 7, 7, 8, 1
332, 10, 4, 492, "Jul 29, 2013 4:11:55 PM", 492, 134677, 80, 65, 80, 1
333, 10, 4, 493, "Jul 29, 2013 4:11:57 PM", 493, 144214, 73, 71, 72, 1
334, 10, 4, 253, "Jul 29, 2013 4:11:59 PM", 253, 121157, 25, 30, 24, 1
335, 10, 0, 0, "Jul 29, 2013 4:12:01 PM", 0, 0, 0, 0, 0, 1
336, 10, 1, 72, "Jul 29, 2013 4:12:03 PM", 72, 0, 15, 17, 19, 1
337, 10, 2, 779, "Jul 29, 2013 4:12:05 PM", 779, 57881, 58, 62, 75, 1
338, 10, 2, 760, "Jul 29, 2013 4:12:07 PM", 760, 52426, 57, 74, 66, 1
339, 10, 1, 387, "Jul 29, 2013 4:12:09 PM", 387, 30901, 19, 26, 19, 1
340, 10, 0, 0, "Jul 29, 2013 4:12:11 PM", 0, 0, 0, 0, 0, 1
341, 10, 1, 60, "Jul 29, 2013 4:12:13 PM", 60, 0, 10, 11, 13, 1
342, 10, 3, 654, "Jul 29, 2013 4:12:15 PM", 654, 150041, 69, 67, 71, 1
343, 10, 4, 630, "Jul 29, 2013 4:12:17 PM", 630, 129178, 54, 63, 62, 1
344, 10, 3, 313, "Jul 29, 2013 4:12:19 PM", 313, 93335, 27, 18, 10, 1
345, 10, 0, 0, "Jul 29, 2013 4:12:21 PM", 0, 0, 0, 0, 0, 1
346, 10, 1, 83, "Jul 29, 2013 4:12:23 PM", 83, 0, 12, 15, 11, 1
347, 10, 6, 571, "Jul 29, 2013 4:12:25 PM", 571, 191485, 67, 73, 70, 1
348, 10, 6, 537, "Jul 29, 2013 4:12:27 PM", 537, 186517, 72, 65, 61, 1
349, 10, 7, 197, "Jul 29, 2013 4:12:29 PM", 197, 123022, 13, 7, 12, 1
350, 10, 0, 0, "Jul 29, 2013 4:12:31 PM", 0, 0, 0, 0, 0, 1
351, 10, 1, 90, "Jul 29, 2013 4:12:33 PM", 90, 0, 19, 24, 12, 1
352, 10, 1, 785, "Jul 29, 2013 4:12:35 PM", 785, 2, 62, 66, 76, 1
353, 10, 1, 794, "Jul 29, 2013 4:12:37 PM", 794, 2, 58, 69, 58, 1
354, 10, 1, 253, "Jul 29, 2013 4:12:39 PM", 253, 2, 10, 13, 12, 1
355, 10, 0, 0, "Jul 29, 2013 4:12:41 PM", 0, 0, 0, 0, 0, 1
356, 10, 1, 114, "Jul 29, 2013 4:12:44 PM", 114, 0, 21, 24, 28, 1
357, 10, 1, 808, "Jul 29, 2013 4:12:46 PM", 808, 0, 75, 72, 82, 1
358, 10, 1, 777, "Jul 29, 2013 4:12:48 PM", 777, 1, 78, 68, 73, 1
359, 10, 1, 221, "Jul 29, 2013 4:12:50 PM", 221, 0, 11, 10, 10, 1
360, 10, 0, 0, "Jul 29, 2013 4:12:52 PM", 0, 0, 0, 0, 0, 1
361, 10, 1, 101, "Jul 29, 2013 4:12:54 PM", 101, 0, 16, 17, 18, 1
362, 10, 6, 528, "Jul 29, 2013 4:12:56 PM", 528, 184631, 67, 54, 84, 1
363, 10, 7, 536, "Jul 29, 2013 4:12:58 PM", 536, 181644, 77, 69, 76, 1
364, 10, 9, 106, "Jul 29, 2013 4:13:00 PM", 106, 73052, 10, 9, 7, 1
365, 10, 0, 0, "Jul 29, 2013 4:13:02 PM", 0, 0, 0, 0, 0, 1
366, 10, 1, 138, "Jul 29, 2013 4:13:04 PM", 138, 0, 27, 25, 25, 1
367, 10, 1, 782, "Jul 29, 2013 4:13:06 PM", 782, 0, 84, 75, 76, 1
368, 10, 7, 535, "Jul 29, 2013 4:13:08 PM", 535, 0, 53, 56, 49, 1
369, 10, 1, 139, "Jul 29, 2013 4:13:10 PM", 139, 0, 4, 5, 3, 1
370, 10, 0, 0, "Jul 29, 2013 4:13:12 PM", 0, 0, 0, 0, 0, 1
371, 10, 1, 131, "Jul 29, 2013 4:13:14 PM", 131, 0, 25, 30, 28, 1
372, 10, 3, 680, "Jul 29, 2013 4:13:16 PM", 680, 137867, 67, 73, 70, 1
373, 10, 5, 576, "Jul 29, 2013 4:13:18 PM", 576, 89885, 71, 54, 50, 1
374, 10, 3, 86, "Jul 29, 2013 4:13:20 PM", 86, 33226, 4, 3, 2, 1
375, 10, 0, 0, "Jul 29, 2013 4:13:22 PM", 0, 0, 0, 0, 0, 1
376, 10, 1, 140, "Jul 29, 2013 4:13:24 PM", 140, 0, 30, 29, 24, 1
377, 10, 6, 520, "Jul 29, 2013 4:13:26 PM", 520, 186237, 62, 56, 69, 1
378, 10, 7, 496, "Jul 29, 2013 4:13:28 PM", 496, 165876, 68, 62, 57, 1
379, 10, 9, 48, "Jul 29, 2013 4:13:30 PM", 48, 35451, 0, 3, 3, 1
380, 10, 0, 0, "Jul 29, 2013 4:13:32 PM", 0, 0, 0, 0, 0, 1
381, 10, 1, 145, "Jul 29, 2013 4:13:34 PM", 145, 0, 30, 25, 33, 1
382, 10, 1, 796, "Jul 29, 2013 4:13:36 PM", 796, 0, 69, 69, 71, 1
383, 10, 1, 777, "Jul 29, 2013 4:13:38 PM", 777, 2, 59, 77, 65, 1
384, 10, 1, 40, "Jul 29, 2013 4:13:40 PM", 40, 0, 0, 0, 0, 1
385, 10, 0, 0, "Jul 29, 2013 4:13:42 PM", 0, 0, 0, 0, 0, 1
386, 10, 1, 153, "Jul 29, 2013 4:13:44 PM", 153, 0, 31, 35, 25, 1
387, 10, 3, 679, "Jul 29, 2013 4:13:46 PM", 679, 141723, 68, 61, 73, 1
388, 10, 3, 618, "Jul 29, 2013 4:13:48 PM", 618, 146932, 74, 65, 62, 1
389, 10, 3, 9, "Jul 29, 2013 4:13:50 PM", 9, 4614, 0, 0, 0, 1
390, 10, 0, 0, "Jul 29, 2013 4:13:52 PM", 0, 0, 0, 0, 0, 1
391, 10, 2, 172, "Jul 29, 2013 4:13:54 PM", 172, 14716, 42, 30, 41, 1
392, 10, 6, 535, "Jul 29, 2013 4:13:56 PM", 535, 187459, 71, 74, 75, 1
393, 10, 6, 525, "Jul 29, 2013 4:13:58 PM", 525, 196735, 55, 70, 66, 1
394, 10, 0, 0, "Jul 29, 2013 4:14:00 PM", 0, 0, 0, 0, 0, 1
395, 10, 0, 0, "Jul 29, 2013 4:14:02 PM", 0, 0, 0, 0, 0, 1
396, 10, 1, 177, "Jul 29, 2013 4:14:04 PM", 177, 0, 29, 41, 35, 1
397, 10, 1, 780, "Jul 29, 2013 4:14:06 PM", 780, 0, 74, 60, 60, 1
398, 10, 1, 776, "Jul 29, 2013 4:14:08 PM", 776, 0, 61, 56, 58, 1
399, 10, 0, 0, "Jul 29, 2013 4:14:10 PM", 0, 0, 0, 0, 0, 1
400, 10, 0, 0, "Jul 29, 2013 4:14:12 PM", 0, 0, 0, 0, 0, 1
401, 10, 2, 181, "Jul 29, 2013 4:14:14 PM", 181, 22590, 32, 24, 24, 1
402, 10, 3, 665, "Jul 29, 2013 4:14:16 PM", 665, 130737, 85, 72, 74, 1
403, 10, 4, 608, "Jul 29, 2013 4:14:18 PM", 608, 146872, 63, 52, 57, 1
404, 10, 0, 0, "Jul 29, 2013 4:14:20 PM", 0, 0, 0, 0, 0, 1
405, 10, 0, 0, "Jul 29, 2013 4:14:22 PM", 0, 0, 0, 0, 0, 1
406, 10, 2, 148, "Jul 29, 2013 4:14:24 PM", 148, 20958, 31, 31, 26, 1
407, 10, 6, 553, "Jul 29, 2013 4:14:26 PM", 553, 193197, 63, 77, 72, 1
408, 10, 7, 484, "Jul 29, 2013 4:14:28 PM", 484, 197273, 50, 58, 63, 1
409, 10, 0, 0, "Jul 29, 2013 4:14:30 PM", 0, 0, 0, 0, 0, 1
410, 10, 0, 0, "Jul 29, 2013 4:14:32 PM", 0, 0, 0, 0, 0, 1
411, 10, 1, 320, "Jul 29, 2013 4:14:34 PM", 320, 0, 32, 43, 37, 1
412, 10, 1, 805, "Jul 29, 2013 4:14:36 PM", 805, 0, 73, 71, 55, 1
413, 10, 1, 711, "Jul 29, 2013 4:14:38 PM", 711, 0, 52, 47, 47, 1
414, 10, 0, 0, "Jul 29, 2013 4:14:40 PM", 0, 0, 0, 0, 0, 1
415, 10, 0, 0, "Jul 29, 2013 4:14:42 PM", 0, 0, 0, 0, 0, 1
416, 10, 2, 202, "Jul 29, 2013 4:14:44 PM", 202, 26035, 33, 24, 37, 1
417, 10, 3, 672, "Jul 29, 2013 4:14:46 PM", 672, 142522, 73, 50, 63, 1
418, 10, 3, 607, "Jul 29, 2013 4:14:48 PM", 607, 158236, 56, 41, 48, 1
419, 10, 0, 0, "Jul 29, 2013 4:14:50 PM", 0, 0, 0, 0, 0, 1
420, 10, 0, 0, "Jul 29, 2013 4:14:53 PM", 0, 0, 0, 0, 0, 1
421, 10, 5, 237, "Jul 29, 2013 4:14:55 PM", 237, 73877, 30, 27, 27, 1
422, 10, 7, 530, "Jul 29, 2013 4:14:57 PM", 530, 180323, 77, 69, 61, 1
423, 10, 7, 461, "Jul 29, 2013 4:14:59 PM", 461, 196990, 36, 47, 43, 1
424, 10, 0, 0, "Jul 29, 2013 4:15:01 PM", 0, 0, 0, 0, 0, 1
425, 10, 0, 0, "Jul 29, 2013 4:15:03 PM", 0, 0, 0, 0, 0, 1
426, 10, 1, 411, "Jul 29, 2013 4:15:05 PM", 411, 0, 44, 44, 36, 1
427, 10, 1, 800, "Jul 29, 2013 4:15:07 PM", 800, 0, 76, 69, 66, 1
428, 10, 1, 685, "Jul 29, 2013 4:15:09 PM", 685, 0, 48, 52, 50, 1
429, 10, 0, 0, "Jul 29, 2013 4:15:11 PM", 0, 0, 0, 0, 0, 1
430, 10, 0, 0, "Jul 29, 2013 4:15:13 PM", 0, 0, 0, 0, 0, 1
431, 10, 3, 332, "Jul 29, 2013 4:15:15 PM", 332, 46418, 35, 46, 35, 1
432, 10, 3, 624, "Jul 29, 2013 4:15:17 PM", 624, 142517, 42, 61, 60, 1
433, 10, 3, 571, "Jul 29, 2013 4:15:19 PM", 571, 150196, 39, 36, 51, 1
434, 10, 0, 0, "Jul 29, 2013 4:15:21 PM", 0, 0, 0, 0, 0, 1
435, 10, 0, 0, "Jul 29, 2013 4:15:23 PM", 0, 0, 0, 0, 0, 1
436, 10, 5, 305, "Jul 29, 2013 4:15:25 PM", 305, 83495, 42, 51, 41, 1
437, 10, 6, 538, "Jul 29, 2013 4:15:27 PM", 538, 198199, 67, 65, 65, 1
438, 10, 7, 427, "Jul 29, 2013 4:15:29 PM", 427, 202731, 50, 41, 43, 1
439, 10, 0, 0, "Jul 29, 2013 4:15:31 PM", 0, 0, 0, 0, 0, 1
440, 10, 0, 0, "Jul 29, 2013 4:15:33 PM", 0, 0, 0, 0, 0, 1
441, 10, 1, 469, "Jul 29, 2013 4:15:35 PM", 469, 0, 44, 50, 44, 1
442, 10, 1, 646, "Jul 29, 2013 4:15:37 PM", 646, 0, 38, 43, 46, 1
443, 10, 1, 666, "Jul 29, 2013 4:15:39 PM", 666, 0, 37, 43, 45, 1
444, 10, 0, 0, "Jul 29, 2013 4:15:41 PM", 0, 0, 0, 0, 0, 1
445, 10, 0, 0, "Jul 29, 2013 4:15:43 PM", 0, 0, 0, 0, 0, 1
446, 10, 3, 383, "Jul 29, 2013 4:15:45 PM", 383, 76904, 47, 48, 51, 1
447, 10, 3, 633, "Jul 29, 2013 4:15:47 PM", 633, 137498, 61, 70, 75, 1
448, 10, 3, 561, "Jul 29, 2013 4:15:49 PM", 561, 151552, 42, 52, 34, 1
449, 10, 0, 0, "Jul 29, 2013 4:15:51 PM", 0, 0, 0, 0, 0, 1
450, 10, 0, 0, "Jul 29, 2013 4:15:53 PM", 0, 0, 0, 0, 0, 1
451, 10, 5, 309, "Jul 29, 2013 4:15:55 PM", 309, 101145, 34, 47, 42, 1
452, 10, 7, 506, "Jul 29, 2013 4:15:57 PM", 506, 179092, 59, 65, 65, 1
453, 10, 7, 429, "Jul 29, 2013 4:15:59 PM", 429, 213973, 45, 39, 43, 1
454, 10, 0, 0, "Jul 29, 2013 4:16:01 PM", 0, 0, 0, 0, 0, 1
455, 10, 0, 0, "Jul 29, 2013 4:16:03 PM", 0, 0, 0, 0, 0, 1
456, 10, 1, 665, "Jul 29, 2013 4:16:05 PM", 665, 0, 56, 55, 52, 1
457, 10, 1, 658, "Jul 29, 2013 4:16:07 PM", 658, 4, 49, 50, 51, 1
458, 10, 1, 696, "Jul 29, 2013 4:16:09 PM", 696, 2, 48, 37, 40, 1
459, 10, 0, 0, "Jul 29, 2013 4:16:11 PM", 0, 0, 0, 0, 0, 1
460, 10, 0, 0, "Jul 29, 2013 4:16:13 PM", 0, 0, 0, 0, 0, 1
461, 10, 3, 554, "Jul 29, 2013 4:16:15 PM", 554, 112174, 63, 55, 58, 1
462, 10, 4, 625, "Jul 29, 2013 4:16:17 PM", 625, 125903, 75, 67, 70, 1
463, 10, 3, 532, "Jul 29, 2013 4:16:19 PM", 532, 134827, 42, 56, 38, 1
464, 10, 0, 0, "Jul 29, 2013 4:16:21 PM", 0, 0, 0, 0, 0, 1
465, 10, 1, 33, "Jul 29, 2013 4:16:23 PM", 33, 0, 4, 5, 6, 1
466, 10, 7, 454, "Jul 29, 2013 4:16:25 PM", 454, 153487, 53, 52, 49, 1
467, 10, 7, 519, "Jul 29, 2013 4:16:27 PM", 519, 181774, 74, 62, 54, 1
468, 10, 7, 406, "Jul 29, 2013 4:16:29 PM", 406, 199272, 29, 45, 41, 1
469, 10, 0, 0, "Jul 29, 2013 4:16:31 PM", 0, 0, 0, 0, 0, 1
470, 10, 1, 42, "Jul 29, 2013 4:16:33 PM", 42, 0, 11, 9, 10, 1
471, 10, 1, 811, "Jul 29, 2013 4:16:35 PM", 811, 4, 75, 77, 63, 1
472, 10, 1, 830, "Jul 29, 2013 4:16:37 PM", 830, 0, 69, 88, 69, 1
473, 10, 1, 589, "Jul 29, 2013 4:16:39 PM", 589, 4, 40, 37, 34, 1
474, 10, 0, 0, "Jul 29, 2013 4:16:41 PM", 0, 0, 0, 0, 0, 1
475, 10, 1, 2, "Jul 29, 2013 4:16:43 PM", 2, 0, 1, 2, 0, 1
476, 10, 3, 681, "Jul 29, 2013 4:16:45 PM", 681, 136453, 65, 73, 70, 1
477, 10, 3, 696, "Jul 29, 2013 4:16:47 PM", 696, 143315, 68, 84, 59, 1
478, 10, 3, 451, "Jul 29, 2013 4:16:49 PM", 451, 116332, 47, 35, 34, 1
479, 10, 0, 0, "Jul 29, 2013 4:16:51 PM", 0, 0, 0, 0, 0, 1
480, 10, 0, 0, "Jul 29, 2013 4:16:53 PM", 0, 0, 0, 0, 0, 1
481, 10, 7, 522, "Jul 29, 2013 4:16:55 PM", 522, 191192, 60, 60, 62, 1
482, 10, 7, 529, "Jul 29, 2013 4:16:57 PM", 529, 170229, 61, 64, 76, 1
483, 10, 13, 205, "Jul 29, 2013 4:17:00 PM", 205, 127623, 14, 15, 12, 1
484, 10, 0, 0, "Jul 29, 2013 4:17:02 PM", 0, 0, 0, 0, 0, 1
485, 10, 0, 0, "Jul 29, 2013 4:17:04 PM", 0, 0, 0, 0, 0, 1
486, 10, 1, 793, "Jul 29, 2013 4:17:06 PM", 793, 2, 84, 74, 68, 1
487, 10, 1, 754, "Jul 29, 2013 4:17:08 PM", 754, 2, 69, 62, 68, 1
488, 10, 1, 463, "Jul 29, 2013 4:17:10 PM", 463, 0, 23, 33, 29, 1
489, 10, 0, 0, "Jul 29, 2013 4:17:12 PM", 0, 0, 0, 0, 0, 1
490, 10, 1, 3, "Jul 29, 2013 4:17:14 PM", 3, 0, 0, 0, 1, 1
491, 10, 3, 670, "Jul 29, 2013 4:17:16 PM", 670, 136343, 69, 71, 82, 1
492, 10, 3, 672, "Jul 29, 2013 4:17:18 PM", 672, 142356, 72, 69, 73, 1
493, 10, 3, 340, "Jul 29, 2013 4:17:20 PM", 340, 96039, 31, 33, 32, 1
494, 10, 0, 0, "Jul 29, 2013 4:17:22 PM", 0, 0, 0, 0, 0, 1
495, 10, 2, 1, "Jul 29, 2013 4:17:24 PM", 1, 0, 1, 0, 0, 1
496, 10, 7, 507, "Jul 29, 2013 4:17:26 PM", 507, 176447, 62, 66, 67, 1
497, 10, 7, 544, "Jul 29, 2013 4:17:28 PM", 544, 184728, 85, 65, 80, 1
498, 10, 6, 259, "Jul 29, 2013 4:17:30 PM", 259, 120536, 27, 29, 28, 1
499, 10, 0, 0, "Jul 29, 2013 4:17:32 PM", 0, 0, 0, 0, 0, 1
500, 10, 1, 5, "Jul 29, 2013 4:17:34 PM", 5, 0, 1, 2, 0, 1
501, 10, 1, 724, "Jul 29, 2013 4:17:36 PM", 724, 2, 63, 62, 65, 1
502, 10, 1, 721, "Jul 29, 2013 4:17:38 PM", 721, 4, 54, 54, 71, 1
503, 10, 1, 341, "Jul 29, 2013 4:17:40 PM", 341, 0, 23, 29, 34, 1
504, 10, 0, 0, "Jul 29, 2013 4:17:42 PM", 0, 0, 0, 0, 0, 1
505, 10, 1, 28, "Jul 29, 2013 4:17:44 PM", 28, 0, 3, 3, 7, 1
506, 10, 4, 655, "Jul 29, 2013 4:17:46 PM", 655, 126636, 63, 76, 73, 1
507, 10, 4, 664, "Jul 29, 2013 4:17:48 PM", 664, 121139, 80, 70, 73, 1
508, 10, 7, 214, "Jul 29, 2013 4:17:50 PM", 214, 45218, 25, 17, 25, 1
509, 10, 0, 0, "Jul 29, 2013 4:17:52 PM", 0, 0, 0, 0, 0, 1
510, 10, 1, 42, "Jul 29, 2013 4:17:54 PM", 42, 0, 9, 12, 8, 1
511, 10, 6, 574, "Jul 29, 2013 4:17:56 PM", 574, 194740, 79, 73, 57, 1
512, 10, 7, 522, "Jul 29, 2013 4:17:58 PM", 522, 178409, 64, 64, 74, 1
513, 10, 8, 146, "Jul 29, 2013 4:18:00 PM", 146, 58778, 17, 20, 18, 1
514, 10, 0, 0, "Jul 29, 2013 4:18:02 PM", 0, 0, 0, 0, 0, 1
515, 10, 1, 37, "Jul 29, 2013 4:18:04 PM", 37, 0, 8, 9, 10, 1
516, 10, 1, 743, "Jul 29, 2013 4:18:06 PM", 743, 0, 62, 58, 60, 1
517, 10, 1, 814, "Jul 29, 2013 4:18:08 PM", 814, 0, 70, 75, 63, 1
518, 10, 1, 187, "Jul 29, 2013 4:18:10 PM", 187, 0, 13, 14, 13, 1
519, 10, 0, 0, "Jul 29, 2013 4:18:12 PM", 0, 0, 0, 0, 0, 1
520, 10, 1, 51, "Jul 29, 2013 4:18:14 PM", 51, 0, 11, 7, 7, 1
521, 10, 4, 584, "Jul 29, 2013 4:18:16 PM", 584, 125364, 40, 49, 60, 1
522, 10, 4, 567, "Jul 29, 2013 4:18:18 PM", 567, 120936, 53, 47, 58, 1
523, 10, 3, 114, "Jul 29, 2013 4:18:20 PM", 114, 21769, 9, 5, 11, 1
524, 10, 0, 0, "Jul 29, 2013 4:18:22 PM", 0, 0, 0, 0, 0, 1
525, 10, 1, 49, "Jul 29, 2013 4:18:24 PM", 49, 0, 9, 8, 11, 1
526, 10, 4, 513, "Jul 29, 2013 4:18:26 PM", 513, 85694, 57, 55, 48, 1
527, 10, 3, 525, "Jul 29, 2013 4:18:28 PM", 525, 89980, 63, 46, 47, 1
528, 10, 3, 82, "Jul 29, 2013 4:18:30 PM", 82, 14897, 9, 14, 12, 1
529, 10, 0, 0, "Jul 29, 2013 4:18:32 PM", 0, 0, 0, 0, 0, 1
530, 10, 1, 116, "Jul 29, 2013 4:18:34 PM", 116, 3701, 28, 35, 23, 1
531, 10, 2, 727, "Jul 29, 2013 4:18:36 PM", 727, 45270, 61, 66, 62, 1
532, 10, 2, 745, "Jul 29, 2013 4:18:38 PM", 745, 43068, 70, 70, 73, 1
533, 10, 1, 118, "Jul 29, 2013 4:18:40 PM", 118, 0, 12, 17, 15, 1
534, 10, 0, 0, "Jul 29, 2013 4:18:42 PM", 0, 0, 0, 0, 0, 1
535, 10, 1, 117, "Jul 29, 2013 4:18:44 PM", 117, 7941, 30, 23, 26, 1
536, 10, 4, 628, "Jul 29, 2013 4:18:46 PM", 628, 117907, 69, 63, 61, 1
537, 10, 4, 607, "Jul 29, 2013 4:18:48 PM", 607, 121620, 54, 65, 66, 1
538, 10, 2, 72, "Jul 29, 2013 4:18:50 PM", 72, 2751, 6, 13, 7, 1
539, 10, 0, 0, "Jul 29, 2013 4:18:52 PM", 0, 0, 0, 0, 0, 1
540, 10, 1, 126, "Jul 29, 2013 4:18:54 PM", 126, 10415, 14, 25, 22, 1
541, 10, 8, 485, "Jul 29, 2013 4:18:56 PM", 485, 167006, 72, 49, 69, 1
542, 10, 8, 486, "Jul 29, 2013 4:18:58 PM", 486, 161325, 64, 50, 59, 1
543, 10, 1, 38, "Jul 29, 2013 4:19:00 PM", 38, 0, 5, 8, 7, 1
544, 10, 0, 0, "Jul 29, 2013 4:19:02 PM", 0, 0, 0, 0, 0, 1
545, 10, 1, 146, "Jul 29, 2013 4:19:04 PM", 146, 0, 34, 33, 24, 1
546, 10, 1, 646, "Jul 29, 2013 4:19:06 PM", 646, 0, 49, 53, 51, 1
547, 10, 1, 775, "Jul 29, 2013 4:19:08 PM", 775, 2, 71, 65, 80, 1
548, 10, 1, 30, "Jul 29, 2013 4:19:11 PM", 30, 0, 6, 7, 5, 1
549, 10, 0, 0, "Jul 29, 2013 4:19:13 PM", 0, 0, 0, 0, 0, 1
550, 10, 2, 162, "Jul 29, 2013 4:19:15 PM", 162, 18670, 26, 28, 29, 1
551, 10, 4, 625, "Jul 29, 2013 4:19:17 PM", 625, 121443, 70, 70, 52, 1
552, 10, 4, 628, "Jul 29, 2013 4:19:19 PM", 628, 128218, 75, 64, 60, 1
553, 10, 1, 25, "Jul 29, 2013 4:19:21 PM", 25, 0, 4, 5, 5, 1
554, 10, 0, 0, "Jul 29, 2013 4:19:23 PM", 0, 0, 0, 0, 0, 1
555, 10, 2, 171, "Jul 29, 2013 4:19:25 PM", 171, 18819, 28, 23, 40, 1
556, 10, 9, 476, "Jul 29, 2013 4:19:27 PM", 476, 155572, 68, 71, 58, 1
557, 10, 8, 486, "Jul 29, 2013 4:19:29 PM", 486, 157646, 68, 73, 49, 1
558, 10, 1, 15, "Jul 29, 2013 4:19:31 PM", 15, 0, 3, 3, 2, 1
